id_kota|id_provinsi|nama_kota|slug|tipe|created_at
220|15|Kabupaten Berau|kabupaten-berau|Kabupaten|2026-05-13 21:06:56
211|14|Kabupaten Katingan|kabupaten-katingan|Kabupaten|2026-05-13 21:04:24
66|7|Kabupaten Pahuwato|kabupaten-pahuwato|Kabupaten|2026-05-13 19:52:31
336|26|Kabupaten Sorong Selatan|kabupaten-sorong-selatan|Kabupaten|2026-05-13 21:45:56
150|11|Kabupaten Lamongan|kabupaten-lamongan|Kabupaten|2026-05-13 20:37:56
267|20|Kabupaten Kepulauan Tanimbar|kabupaten-kepulauan-tanimbar|Kabupaten|2026-05-13 21:22:37
442|35|Kota Bitung|kota-bitung|Kota|2026-05-13 22:29:19
142|11|Kabupaten Banyuwangi|kabupaten-banyuwangi|Kabupaten|2026-05-13 20:32:28
170|11|Kota Batu|kota-batu|Kota|2026-05-13 20:49:45
448|36|Kabupaten Kepulauan Mentawai|kabupaten-kepulauan-mentawai|Kabupaten|2026-05-13 22:30:44
428|34|Kabupaten Wakatobi|kabupaten-wakatobi|Kabupaten|2026-05-13 22:24:27
21|1|Kota Lhokseumawe|kota-lhokseumawe|Kota|2026-05-13 19:32:39
178|11|Kota Surabaya|kota-surabaya|Kota|2026-05-13 20:50:37
266|20|Kabupaten Kepulauan Aru|kabupaten-kepulauan-aru|Kabupaten|2026-05-13 21:22:19
458|36|Kota Bukittinggi|kota-bukittinggi|Kota|2026-05-13 22:33:46
36|3|Kabupaten Tangerang|kabupaten-tangerang|Kabupaten|2026-05-13 19:39:05
22|1|Kota Sabang|kota-sabang|Kota|2026-05-13 19:32:51
247|18|Kota Batam|kota-batam|Kota|2026-05-13 21:14:35
80|9|Kabupaten Bandung Barat|kabupaten-bandung-barat|Kabupaten|2026-05-13 19:58:31
251|19|Kabupaten Lampung Tengah|kabupaten-lampung-tengah|Kabupaten|2026-05-13 21:15:59
424|34|Kabupaten Konawe Selatan|kabupaten-konawe-selatan|Kabupaten|2026-05-13 22:22:25
8|1|Kabupaten Aceh Tengah|kabupaten-aceh-tengah|Kabupaten|2026-05-13 19:22:15
94|9|Kabupaten Sukabumi|kabupaten-sukabumi|Kabupaten|2026-05-13 20:09:34
30|2|Kabupaten Klungkung|kabupaten-klungkung|Kabupaten|2026-05-13 19:34:50
194|13|Kabupaten Banjar|kabupaten-banjar|Kabupaten|2026-05-13 20:57:47
172|11|Kota Kediri|kota-kediri|Kota|2026-05-13 20:49:55
217|14|Kabupaten Seruyan|kabupaten-seruyan|Kabupaten|2026-05-13 21:06:19
337|26|Kabupaten Tambrauw|kabupaten-tambrauw|Kabupaten|2026-05-13 21:46:17
243|18|Kabupaten Karimun|kabupaten-karimun|Kabupaten|2026-05-13 21:13:16
493|38|Kabupaten Nias|kabupaten-nias|Kabupaten|2026-05-13 22:47:29
199|13|Kabupaten Kotabaru|kabupaten-kotabaru|Kota|2026-05-13 21:00:17
203|13|Kabupaten Tapin|kabupaten-tapin|Kabupaten|2026-05-13 21:02:02
459|36|Kota Padang|kota-padang|Kota|2026-05-13 22:33:51
133|10|Kabupaten Wonogiri|kabupaten-wonogiri|Kabupaten|2026-05-13 20:29:49
389|32|Kabupaten Pangkajene Kepulauan|kabupaten-pangkajene-kepulauan|Kabupaten|2026-05-13 22:09:40
195|13|Kabupaten Barito Kuala|kabupaten-barito-kuala|Kabupaten|2026-05-13 20:58:36
98|9|Kota Banjar|kota-banjar|Kota|2026-05-13 20:12:54
163|11|Kabupaten Sampang|kabupaten-sampang|Kabupaten|2026-05-13 20:45:29
84|9|Kabupaten Cianjur|kabupaten-cianjur|Kabupaten|2026-05-13 20:01:34
55|5|Kota Yogyakarta|kota-yogyakarta|Kota|2026-05-13 19:49:08
361|30|Kabupaten Indragiri Hulu|kabupaten-indragiri-hulu|Kabupaten|2026-05-13 21:59:46
38|3|Kota Serang|kota-serang|Kota|2026-05-13 19:40:24
223|15|Kabupaten Kutai Timur|kabupaten-kutai-timur|Kabupaten|2026-05-13 21:08:21
120|10|Kabupaten Kudus|kabupaten-kudus|Kabupaten|2026-05-13 20:23:04
93|9|Kabupaten Subang|kabupaten-subang|Kabupaten|2026-05-13 20:08:51
130|10|Kabupaten Sukoharjo|kabupaten-sukoharjo|Kabupaten|2026-05-13 20:28:23
304|23|Kabupaten Manggarai Barat|kabupaten-manggarai-barat|Kabupaten|2026-05-13 21:35:03
125|10|Kabupaten Purbalingga|kabupaten-purbalingga|Kabupaten|2026-05-13 20:25:38
191|12|Kota Pontianak|kota-pontianak|Kota|2026-05-13 20:57:08
511|38|Kota Pematangsiantar|kota-pematangsiantar|Kota|2026-05-13 22:56:13
134|10|Kabupaten Wonosobo|kabupaten-wonosobo|Kabupaten|2026-05-13 20:30:28
173|11|Kota Madiun|kota-madiun|Kota|2026-05-13 20:50:02
333|26|Kabupaten Maybrat|kabupaten-maybrat|Kabupaten|2026-05-13 21:44:07
226|15|Kabupaten Penajam Paser Utara|kabupaten-penajam-paser-utara|Kabupaten|2026-05-13 21:09:21
379|32|Kabupaten Bone|kabupaten-bone|Kabupaten|2026-05-13 22:05:31
368|30|Kabupaten Siak|kabupaten-siak|Kabupaten|2026-05-13 22:02:34
351|29|Kabupaten Deiyai|kabupaten-deiyai|Kabupaten|2026-05-13 21:55:42
404|33|Kabupaten Buol|kabupaten-buol|Kabupaten|2026-05-13 22:14:58
465|37|Kabupaten Banyuasin|kabupaten-banyuasin|Kabupaten|2026-05-13 22:34:40
52|5|Kabupaten Gunungkidul|kabupaten-gunungkidul|Kabupaten|2026-05-13 19:47:30
457|36|Kabupaten Tanah Datar|kabupaten-tanah-datar|Kabupaten|2026-05-13 22:33:26
416|34|Kabupaten Buton Selatan|kabupaten-buton-selatan|Kabupaten|2026-05-13 22:19:39
295|23|Kab Timor Tengah Selatan|kab-timor-tengah-selatan|Kabupaten|2026-05-13 21:30:55
12|1|Kabupaten Bener Meriah|kabupaten-bener-meriah|Kabupaten|2026-05-13 19:26:50
279|21|Kabupaten Halmahera Utara|kabupaten-halmahera-utara|Kabupaten|2026-05-13 21:26:32
320|24|Kabupaten Kepulauan Yapen|kabupaten-kepulauan-yapen|Kabupaten|2026-05-13 21:40:38
63|7|Kabupaten Bone Bolango|kabupaten-bone-bolango|Kabupaten|2026-05-13 19:50:59
315|23|Kabupaten Timor Tengah Utara|kabupaten-timor-tengah-utara|Kabupaten|2026-05-13 21:38:38
329|25|Kabupaten Manokwari Selatan|kabupaten-manokwari-selatan|Kabupaten|2026-05-13 21:42:53
111|10|Kabupaten Brebes|kabupaten-brebes|Kabupaten|2026-05-13 20:17:21
391|32|Kabupaten Sidenreng Rappang|kabupaten-sidenreng-rappang|Kabupaten|2026-05-13 22:10:21
352|29|Kabupaten Dogiyai|kabupaten-dogiyai|Kabupaten|2026-05-13 21:55:52
381|32|Kabupaten Enrekang|kabupaten-enrekang|Kabupaten|2026-05-13 22:06:33
380|32|Kabupaten Bulukumba|kabupaten-bulukumba|Kabupaten|2026-05-13 22:06:16
400|32|Kota Pare Pare|kota-pare-pare|Kota|2026-05-13 22:13:32
160|11|Kabupaten Pasuruan|kabupaten-pasuruan|Kabupaten|2026-05-13 20:43:24
476|37|Kabupaten Ogan Komering Ulu Timur|kabupaten-ogan-komering-ulu-timur|Kabupaten|2026-05-13 22:40:22
484|38|Kabupaten Dairi|kabupaten-dairi|Kabupaten|2026-05-13 22:43:13
490|38|Kabupaten Labuhanbatu Utara|kabupaten-labuhanbatu-utara|Kabupaten|2026-05-13 22:45:46
206|14|Kabupaten Barito Selatan|kabupaten-barito-selatan|Kabupaten|2026-05-13 21:02:44
393|32|Kabupaten Soppeng|kabupaten-soppeng|Kabupaten|2026-05-13 22:10:55
257|19|Kabupaten Pringsewu|kabupaten-pringsewu|Kabupaten|2026-05-13 21:19:06
432|35|Kabupaten Bolaang Mongondow Selatan|kabupaten-bolaang-mongondow-selatan|Kabupaten|2026-05-13 22:25:39
192|12|Kota Singkawang|kota-singkawang|Kota|2026-05-13 20:57:17
298|23|Kabupaten Ende|kabupaten-ende|Kabupaten|2026-05-13 21:32:26
73|8|Kabupaten Sarolangun|kabupaten-sarolangun|Kabupaten|2026-05-13 19:55:36
273|20|Kota Ambon|kota-ambon|Kota|2026-05-13 21:24:51
276|21|Kabupaten Halmahera Selatan|kabupaten-halmahera-selatan|Kabupaten|2026-05-13 21:25:23
236|17|Kabupaten Bangka Barat|kabupaten-bangka-barat|Kabupaten|2026-05-13 21:11:46
186|12|Kabupaten Mempawah|kabupaten-mempawah|Kabupaten|2026-05-13 20:54:48
